LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Change,Flag Codes
JPN,CLI,AMPLITUD,LTRENDIDX,M,2007-08,100.563,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2007-09,100.4392,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2007-10,100.4075,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2007-11,100.451,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2007-12,100.5384,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2008-01,100.6345,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2008-02,100.7227,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2008-03,100.7786,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2008-04,100.7899,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2008-05,100.7131,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2008-06,100.5159,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2008-07,100.1852,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2008-08,99.72723,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2008-09,99.15712,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2008-10,98.50436,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2008-11,97.82637,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2008-12,97.19547,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2009-01,96.68831,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2009-02,96.37735,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2009-03,96.29559,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2009-04,96.42053,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2009-05,96.69714,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2009-06,97.0629,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2009-07,97.46057,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2009-08,97.85286,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2009-09,98.2305,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2009-10,98.5794,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2009-11,98.9022,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2009-12,99.1955,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2010-01,99.4489,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2010-02,99.65098,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2010-03,99.80562,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2010-04,99.90984,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2010-05,99.9636,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2010-06,99.98601,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2010-07,99.99168,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2010-08,99.99376,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2010-09,99.99611,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2010-10,100.0191,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2010-11,100.0768,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2010-12,100.1473,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2011-01,100.2021,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2011-02,100.2123,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2011-03,100.1834,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2011-04,100.1334,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2011-05,100.0723,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2011-06,100.0258,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2011-07,99.98647,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2011-08,99.93486,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2011-09,99.88384,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2011-10,99.86671,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2011-11,99.87351,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2011-12,99.89283,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2012-01,99.91473,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2012-02,99.91647,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2012-03,99.89109,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2012-04,99.83392,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2012-05,99.75114,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2012-06,99.65187,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2012-07,99.54935,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2012-08,99.45406,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2012-09,99.37787,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2012-10,99.33994,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2012-11,99.35771,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2012-12,99.44659,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2013-01,99.59975,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2013-02,99.81792,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2013-03,100.0703,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2013-04,100.3299,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2013-05,100.5711,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2013-06,100.7787,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2013-07,100.9626,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2013-08,101.1282,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2013-09,101.278,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2013-10,101.394,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2013-11,101.4616,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2013-12,101.4575,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2014-01,101.3701,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2014-02,101.2082,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2014-03,100.9987,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2014-04,100.7465,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2014-05,100.505,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2014-06,100.3102,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2014-07,100.1664,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2014-08,100.0745,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2014-09,100.0256,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2014-10,100.0103,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2014-11,100.0302,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2014-12,100.07,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2015-01,100.1321,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2015-02,100.2115,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2015-03,100.2919,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2015-04,100.3738,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2015-05,100.4366,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2015-06,100.4599,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2015-07,100.4282,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2015-08,100.3561,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2015-09,100.2506,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2015-10,100.1301,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2015-11,100.0095,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2015-12,99.90159,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2016-01,99.82135,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2016-02,99.76334,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2016-03,99.71761,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2016-04,99.68608,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2016-05,99.6662,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2016-06,99.6675,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2016-07,99.69454,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2016-08,99.74257,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2016-09,99.81779,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2016-10,99.91942,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2016-11,100.0292,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2016-12,100.1386,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2017-01,100.2328,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2017-02,100.3096,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2017-03,100.3957,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2017-04,100.4781,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2017-05,100.5433,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2017-06,100.5885,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2017-07,100.61,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2017-08,100.6128,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2017-09,100.6087,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2017-10,100.6071,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2017-11,100.6121,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2017-12,100.6142,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2018-01,100.6126,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2018-02,100.6225,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2018-03,100.6286,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2018-04,100.6434,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2018-05,100.6552,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2018-06,100.6474,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2018-07,100.6242,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2018-08,100.592,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2018-09,100.5534,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2018-10,100.4988,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2018-11,100.4264,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2018-12,100.3405,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2019-01,100.2576,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2019-02,100.1865,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2019-03,100.1284,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2019-04,100.0696,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2019-05,99.99927,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2019-06,99.90599,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2019-07,99.79795,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2019-08,99.67738,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2019-09,99.54983,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2019-10,99.41675,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2019-11,99.29323,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2019-12,99.182,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2020-01,99.07113,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2020-02,98.9489,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2020-03,98.49267,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2020-04,98.10816,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2020-05,97.64413,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2020-06,97.68337,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2020-07,98.05107,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2020-08,98.4354,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2020-09,98.59446,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2020-10,98.76607,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2020-11,98.99145,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2020-12,99.2555,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2021-01,99.55214,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2021-02,99.85766,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2021-03,100.1391,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2021-04,100.3759,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2021-05,100.5363,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2021-06,100.6112,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2021-07,100.6096,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2021-08,100.555,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2021-09,100.4794,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2021-10,100.4171,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2021-11,100.3912,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2021-12,100.4026,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2022-01,100.4335,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2022-02,100.4566,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2022-03,100.4828,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2022-04,100.5037,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2022-05,100.5075,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2022-06,100.4998,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2022-07,100.491,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2022-08,100.4906,,
JPN,CLI,AMPLITUD,LTRENDIDX,M,2022-09,100.4847,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1991-06,99.13671,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1991-07,99.24865,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1991-08,99.27132,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1991-09,99.2169,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1991-10,99.1107,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1991-11,98.97971,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1991-12,98.84724,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1992-01,98.70338,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1992-02,98.5422,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1992-03,98.36504,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1992-04,98.17418,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1992-05,97.98086,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1992-06,97.7996,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1992-07,97.85165,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1992-08,98.02941,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1992-09,98.30927,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1992-10,98.59852,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1992-11,98.81332,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1992-12,98.91885,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1993-01,98.90239,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1993-02,98.8372,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1993-03,98.67286,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1993-04,98.46103,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1993-05,98.26206,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1993-06,98.14191,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1993-07,98.18279,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1993-08,98.44305,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1993-09,98.83418,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1993-10,99.24792,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1993-11,99.62408,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1993-12,99.91866,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1994-01,100.1195,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1994-02,100.2946,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1994-03,100.4847,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1994-04,100.6787,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1994-05,100.8948,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1994-06,101.119,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1994-07,101.3208,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1994-08,101.4722,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1994-09,101.5646,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1994-10,101.5921,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1994-11,101.5841,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1994-12,101.5348,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1995-01,101.4242,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1995-02,101.3122,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1995-03,101.2416,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1995-04,101.206,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1995-05,101.2194,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1995-06,101.2689,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1995-07,101.3102,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1995-08,101.315,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1995-09,101.2555,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1995-10,101.1785,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1995-11,101.101,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1995-12,101.046,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1996-01,101.0494,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1996-02,101.0894,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1996-03,101.165,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1996-04,101.2679,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1996-05,101.3596,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1996-06,101.4276,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1996-07,101.4766,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1996-08,101.455,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1996-09,101.3663,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1996-10,101.2547,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1996-11,101.1658,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1996-12,101.1566,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1997-01,101.2691,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1997-02,101.5084,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1997-03,101.846,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1997-04,102.1941,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1997-05,102.4713,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1997-06,102.6548,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1997-07,102.692,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1997-08,102.6056,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1997-09,102.3722,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1997-10,101.9524,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1997-11,101.354,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1997-12,100.6498,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1998-01,99.93572,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1998-02,99.32911,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1998-03,98.90914,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1998-04,98.73053,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1998-05,98.79393,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1998-06,99.02097,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1998-07,99.31678,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1998-08,99.5759,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1998-09,99.74323,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1998-10,99.82452,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1998-11,99.88065,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1998-12,99.96559,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1999-01,100.1051,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1999-02,100.2945,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1999-03,100.4363,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1999-04,100.4916,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1999-05,100.4727,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1999-06,100.4151,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1999-07,100.3723,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1999-08,100.36,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1999-09,100.3494,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1999-10,100.3087,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1999-11,100.2399,,
POL,CLI,AMPLITUD,LTRENDIDX,M,1999-12,100.117,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2000-01,99.9373,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2000-02,99.76244,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2000-03,99.59346,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2000-04,99.43433,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2000-05,99.25853,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2000-06,99.03897,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2000-07,98.78224,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2000-08,98.5163,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2000-09,98.26239,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2000-10,98.02701,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2000-11,97.77895,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2000-12,97.48665,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2001-01,97.16998,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2001-02,96.85508,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2001-03,96.58481,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2001-04,96.38135,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2001-05,96.27198,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2001-06,96.27023,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2001-07,96.37037,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2001-08,96.49836,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2001-09,96.59747,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2001-10,96.66822,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2001-11,96.74564,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2001-12,96.88255,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2002-01,97.10284,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2002-02,97.37392,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2002-03,97.67393,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2002-04,98.01138,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2002-05,98.42123,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2002-06,98.89919,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2002-07,99.37138,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2002-08,99.78673,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2002-09,100.1103,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2002-10,100.3477,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2002-11,100.5198,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2002-12,100.6697,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2003-01,100.8501,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2003-02,101.0385,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2003-03,101.2015,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2003-04,101.3388,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2003-05,101.4554,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2003-06,101.6038,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2003-07,101.8134,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2003-08,102.032,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2003-09,102.2429,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2003-10,102.4285,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2003-11,102.57,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2003-12,102.6842,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2004-01,102.7866,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2004-02,102.8594,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2004-03,102.8509,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2004-04,102.709,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2004-05,102.4253,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2004-06,102.0338,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2004-07,101.6182,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2004-08,101.2098,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2004-09,100.8306,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2004-10,100.4995,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2004-11,100.219,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2004-12,99.98775,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2005-01,99.8127,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2005-02,99.70343,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2005-03,99.67857,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2005-04,99.7564,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2005-05,99.91265,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2005-06,100.1036,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2005-07,100.2736,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2005-08,100.4132,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2005-09,100.529,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2005-10,100.6298,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2005-11,100.7299,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2005-12,100.8385,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2006-01,100.9573,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2006-02,101.1157,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2006-03,101.3375,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2006-04,101.6104,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2006-05,101.8939,,
POL,CLI,AMPLITUD,LTRENDIDX,M,2006-06,102.1411,,
